"About the data: Analytical views - Publisher - Exported on Oct 18, 2022. Criteria: My groups is US YES federal funders; Publication Year is 2017 or 2018 or 2019 or 2020 or 2021; Country of Funder is United States; Publication Type is not Preprint. © 2022 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.   1,326,472",,,,,,,,,,,,,,,,,,,,,,,
Name,Rank FF,FF Pubs,Rank WW,Worldwide,rank percentage,percentage,All OA,Bronze,Closed,Gold,Green,Hybrid,Sum,Delta,% OSTP closed,Rank % closed,ratio,% OSTP Green,% OSTP Gold,% OSTP Bronze,% OSTP Hybrid,color,susceptability
NACE International,346,27,497,0,497,0,0,0,0,0,0,0,0,27,0,170,1,0,0,0,0,blue,0
Helminthological Society,349,26,467,151,107,17.21854305,0,0,0,0,0,0,0,26,0,170,1,0,0,0,0,blue,0
The Korean Association of Immunobiologists,349,26,433,235,173,11.06382979,0,0,0,0,0,0,0,26,0,170,1,0,0,0,0,blue,0
Foundation for Open Access Statistic,349,26,394,388,235,6.701030928,0,0,0,0,0,0,0,26,0,170,1,0,0,0,0,blue,0
Chinese Chemical Society,349,26,326,712,303,3.651685393,0,0,0,0,0,0,0,26,0,170,1,0,0,0,0,blue,0
Knowledge Enterprise Journals,349,26,312,851,327,3.055229142,0,0,0,0,0,0,0,26,0,170,1,0,0,0,0,blue,0
Edinburgh University Library,349,26,259,1581,389,1.644528779,0,0,0,0,0,0,0,26,0,170,1,0,0,0,0,blue,0
Ant Publishing,355,25,464,162,121,15.43209877,0,0,0,0,0,0,0,25,0,170,1,0,0,0,0,blue,0
Westerdijk Fungal Biodiversity Institute,355,25,453,187,147,13.36898396,0,0,0,0,0,0,0,25,0,170,1,0,0,0,0,blue,0
Korean Diabetes Association,355,25,337,672,299,3.720238095,0,0,0,0,0,0,0,25,0,170,1,0,0,0,0,blue,0
Instituto Nacional de Salud Publica,355,25,329,707,310,3.536067893,0,0,0,0,0,0,0,25,0,170,1,0,0,0,0,blue,0
Open Publishing Association,355,25,269,1395,379,1.792114695,0,0,0,0,0,0,0,25,0,170,1,0,0,0,0,blue,0
CourseSource,360,24,457,178,145,13.48314607,0,0,0,0,0,0,0,24,0,170,1,0,0,0,0,blue,0
Society of Ethnobiology,360,24,410,324,223,7.407407407,0,0,0,0,0,0,0,24,0,170,1,0,0,0,0,blue,0
"Scandinavian Journal of Work, Environment and Health",360,24,398,375,241,6.4,0,0,0,0,0,0,0,24,0,170,1,0,0,0,0,blue,0
Japan Epidemiological Association,360,24,361,528,276,4.545454545,0,0,0,0,0,0,0,24,0,170,1,0,0,0,0,blue,0
Society of Economic Geologists,360,24,330,702,313,3.418803419,0,0,0,0,0,0,0,24,0,170,1,0,0,0,0,blue,0
Asian Australasian Association of Animal Production Societies,360,24,290,1099,362,2.183803458,0,0,0,0,0,0,0,24,0,170,1,0,0,0,0,blue,0
Dustri-Verlgag Dr. Karl Feistle,360,24,190,3513,440,0.683176772,0,0,0,0,0,0,0,24,0,170,1,0,0,0,0,blue,0
California Digital Library (CDL),360,24,176,4076,449,0.588812561,0,0,0,0,0,0,0,24,0,170,1,0,0,0,0,blue,0
Bristol University Press,360,24,94,13854,477,0.173235167,0,0,0,0,0,0,0,24,0,170,1,0,0,0,0,blue,0
EMBnet Stichting,369,23,483,87,57,26.43678161,0,0,0,0,0,0,0,23,0,170,1,0,0,0,0,blue,0
Transpopmed,369,23,483,87,57,26.43678161,0,0,0,0,0,0,0,23,0,170,1,0,0,0,0,blue,0
Journal of Clinical and Translational Research,369,23,451,188,156,12.23404255,0,0,0,0,0,0,0,23,0,170,1,0,0,0,0,blue,0
Russell Sage Foundation,369,23,435,226,183,10.17699115,0,0,0,0,0,0,0,23,0,170,1,0,0,0,0,blue,0
Council on Undergraduate Research,369,23,427,247,196,9.311740891,0,0,0,0,0,0,0,23,0,170,1,0,0,0,0,blue,0
Pediatric Pharmacy Advocacy Group,369,23,377,447,267,5.14541387,0,0,0,0,0,0,0,23,0,170,1,0,0,0,0,blue,0
VM Media SP. zo.o VM Group SK,369,23,147,6398,462,0.35948734,0,0,0,0,0,0,0,23,0,170,1,0,0,0,0,blue,0
DEStech Publications,369,23,67,24255,486,0.094825809,0,0,0,0,0,0,0,23,0,170,1,0,0,0,0,blue,0
Ursus,377,22,480,92,66,23.91304348,0,0,0,0,0,0,0,22,0,170,1,0,0,0,0,blue,0
Kansas Entomological Society,377,22,468,148,124,14.86486486,0,0,0,0,0,0,0,22,0,170,1,0,0,0,0,blue,0
National Institute of Standards and Technology (NIST),377,22,443,202,174,10.89108911,0,0,0,0,0,0,0,22,0,170,1,0,0,0,0,blue,0
UPV/EHU Press,377,22,239,2042,420,1.077375122,0,0,0,0,0,0,0,22,0,170,1,0,0,0,0,blue,0
Open Library of the Humanities,377,22,221,2440,427,0.901639344,0,0,0,0,0,0,0,22,0,170,1,0,0,0,0,blue,0
Japanese Circulation Society,377,22,220,2457,428,0.895400895,0,0,0,0,0,0,0,22,0,170,1,0,0,0,0,blue,0
Diva Enterprises,377,22,45,38942,495,0.056494274,0,0,0,0,0,0,0,22,0,170,1,0,0,0,0,blue,0
American Innovative Medical Sciences and Technologies (AIMSCI),384,21,470,144,131,14.58333333,0,0,0,0,0,0,0,21,0,170,1,0,0,0,0,blue,0
American Journal of Science (AJS),384,21,462,165,151,12.72727273,0,0,0,0,0,0,0,21,0,170,1,0,0,0,0,blue,0
"Smart Science and Technology, LLC",384,21,450,189,172,11.11111111,0,0,0,0,0,0,0,21,0,170,1,0,0,0,0,blue,0
Zoological Research,384,21,413,315,236,6.666666667,0,0,0,0,0,0,0,21,0,170,1,0,0,0,0,blue,0
The R Foundation,384,21,409,327,240,6.422018349,0,0,0,0,0,0,0,21,0,170,1,0,0,0,0,blue,0
Korean Continence Society,384,21,408,329,242,6.382978723,0,0,0,0,0,0,0,21,0,170,1,0,0,0,0,blue,0
The North American Chapter of the International Group for the Psychology of Mathematics Education,384,21,391,399,264,5.263157895,0,0,0,0,0,0,0,21,0,170,1,0,0,0,0,blue,0
ALTEX Edition,384,21,383,423,270,4.964539007,0,0,0,0,0,0,0,21,0,170,1,0,0,0,0,blue,0
Cleveland Clinic Journal of Medicine,384,21,318,796,348,2.638190955,0,0,0,0,0,0,0,21,0,170,1,0,0,0,0,blue,0
Systematic and Applied Acarology Society,384,21,310,873,355,2.405498282,0,0,0,0,0,0,0,21,0,170,1,0,0,0,0,blue,0
Longdom Group,384,21,281,1165,375,1.802575107,0,0,0,0,0,0,0,21,0,170,1,0,0,0,0,blue,0
The Electromagnetics Academy,384,21,197,3122,441,0.67264574,0,0,0,0,0,0,0,21,0,170,1,0,0,0,0,blue,0
Journal of Privacy and Confidentiality,396,20,488,75,56,26.66666667,0,0,0,0,0,0,0,20,0,170,1,0,0,0,0,blue,0
Research Society on Marijuana,396,20,485,84,68,23.80952381,0,0,0,0,0,0,0,20,0,170,1,0,0,0,0,blue,0
Open Exploration Publishing,396,20,454,186,177,10.75268817,0,0,0,0,0,0,0,20,0,170,1,0,0,0,0,blue,0
Earth and Planetary Physics,396,20,428,246,213,8.130081301,0,0,0,0,0,0,0,20,0,170,1,0,0,0,0,blue,0
Illinois State University,396,20,407,330,248,6.060606061,0,0,0,0,0,0,0,20,0,170,1,0,0,0,0,blue,0
The Korean Urological Association,396,20,389,403,271,4.962779156,0,0,0,0,0,0,0,20,0,170,1,0,0,0,0,blue,0
Oceanside Publications,396,20,354,558,308,3.584229391,0,0,0,0,0,0,0,20,0,170,1,0,0,0,0,blue,0
Graphyonline Publications,396,20,342,629,324,3.179650238,0,0,0,0,0,0,0,20,0,170,1,0,0,0,0,blue,0
Purdue University (bepress),396,20,267,1422,403,1.406469761,0,0,0,0,0,0,0,20,0,170,1,0,0,0,0,blue,0
Zhejiang University Press,396,20,260,1578,407,1.267427123,0,0,0,0,0,0,0,20,0,170,1,0,0,0,0,blue,0
Southern California Academy of Sciences,406,19,491,68,49,27.94117647,0,0,0,0,0,0,0,19,0,170,1,0,0,0,0,blue,0
The Shodor Education Foundation,406,19,481,91,80,20.87912088,0,0,0,0,0,0,0,19,0,170,1,0,0,0,0,blue,0
Organic Syntheses,406,19,468,148,150,12.83783784,0,0,0,0,0,0,0,19,0,170,1,0,0,0,0,blue,0
Pacific Coast Entomological Society,406,19,463,163,163,11.65644172,0,0,0,0,0,0,0,19,0,170,1,0,0,0,0,blue,0
Delaware Academy of Medicine - Delaware Public Health Association,406,19,396,380,268,5,0,0,0,0,0,0,0,19,0,170,1,0,0,0,0,blue,0
Society for Modeling and Simulation International (SCS),406,19,367,481,293,3.95010395,0,0,0,0,0,0,0,19,0,170,1,0,0,0,0,blue,0
Hellenic Society of Gastroenterology,406,19,351,565,317,3.362831858,0,0,0,0,0,0,0,19,0,170,1,0,0,0,0,blue,0
"The Korean Academy of Asthma, Allergy and Clinical Immunology and The Korean Academy of Pediatric Al",406,19,340,639,331,2.973395931,0,0,0,0,0,0,0,19,0,170,1,0,0,0,0,blue,0
"CAD Solutions, LLC",406,19,292,1055,376,1.800947867,0,0,0,0,0,0,0,19,0,170,1,0,0,0,0,blue,0
JCFCorp SG PTE LTD,406,19,284,1159,391,1.639344262,0,0,0,0,0,0,0,19,0,170,1,0,0,0,0,blue,0
Indiana University,406,19,173,4258,457,0.446218882,0,0,0,0,0,0,0,19,0,170,1,0,0,0,0,blue,0
Academy of Natural Sciences of Philadelphia,417,18,496,32,8,56.25,0,0,0,0,0,0,0,18,0,170,1,0,0,0,0,blue,0
Tree-Ring Society,417,18,489,74,65,24.32432432,0,0,0,0,0,0,0,18,0,170,1,0,0,0,0,blue,0
University of Puerto Rico at Mayaguez,417,18,486,78,71,23.07692308,0,0,0,0,0,0,0,18,0,170,1,0,0,0,0,blue,0
Korean Stroke Society,417,18,431,237,220,7.594936709,0,0,0,0,0,0,0,18,0,170,1,0,0,0,0,blue,0
College of Psychiatric and Neurologic Pharmacists (CPNP),417,18,429,244,225,7.37704918,0,0,0,0,0,0,0,18,0,170,1,0,0,0,0,blue,0
International Mountain Society (IMS) and United Nations University,417,18,416,313,254,5.750798722,0,0,0,0,0,0,0,18,0,170,1,0,0,0,0,blue,0
Ecancer Global Foundation,417,18,333,680,347,2.647058824,0,0,0,0,0,0,0,18,0,170,1,0,0,0,0,blue,0
Pan American Health Organization,417,18,296,1041,382,1.729106628,0,0,0,0,0,0,0,18,0,170,1,0,0,0,0,blue,0
Symbiosis Group,417,18,276,1218,400,1.477832512,0,0,0,0,0,0,0,18,0,170,1,0,0,0,0,blue,0
University of Wisconsin Press,417,18,230,2255,434,0.798226164,0,0,0,0,0,0,0,18,0,170,1,0,0,0,0,blue,0
Medical Journals Sweden AB,417,18,209,2804,444,0.641940086,0,0,0,0,0,0,0,18,0,170,1,0,0,0,0,blue,0
"Publicidad Permanyer, SLU",417,18,145,6645,470,0.270880361,0,0,0,0,0,0,0,18,0,170,1,0,0,0,0,blue,0
SciELO Agencia Nacional de Investigacion y Desarrollo (ANID),417,18,89,15076,484,0.119395065,0,0,0,0,0,0,0,18,0,170,1,0,0,0,0,blue,0
American Malacological Society,430,17,479,95,104,17.89473684,0,0,0,0,0,0,0,17,0,170,1,0,0,0,0,blue,0
BioOne,430,17,441,204,209,8.333333333,0,0,0,0,0,0,0,17,0,170,1,0,0,0,0,blue,0
The Korean Society of Neurogastroenterology and Motility,430,17,393,393,282,4.325699746,0,0,0,0,0,0,0,17,0,170,1,0,0,0,0,blue,0
Avens Publishing Group,430,17,370,476,309,3.571428571,0,0,0,0,0,0,0,17,0,170,1,0,0,0,0,blue,0
Linguistic Society of America,430,17,308,877,370,1.938426454,0,0,0,0,0,0,0,17,0,170,1,0,0,0,0,blue,0
Korean Neuropsychiatric Association,430,17,304,929,374,1.82992465,0,0,0,0,0,0,0,17,0,170,1,0,0,0,0,blue,0
Radcliffe Cardiology,430,17,302,948,378,1.793248945,0,0,0,0,0,0,0,17,0,170,1,0,0,0,0,blue,0
Gavin Publishers,430,17,225,2373,438,0.716392752,0,0,0,0,0,0,0,17,0,170,1,0,0,0,0,blue,0
John Libbey Eurotext,430,17,191,3441,454,0.49404243,0,0,0,0,0,0,0,17,0,170,1,0,0,0,0,blue,0
Science Publishing Group,430,17,75,18433,488,0.092225899,0,0,0,0,0,0,0,17,0,170,1,0,0,0,0,blue,0
Cancer Biology and Medicine,430,17,497,0,497,0,0,0,0,0,0,0,0,17,0,170,1,0,0,0,0,blue,0
Journal of Artificial Societies and Social Simulation,441,16,438,222,226,7.207207207,0,0,0,0,0,0,0,16,0,170,1,0,0,0,0,blue,0
Naturalis Biodiversity Center,441,16,438,222,226,7.207207207,0,0,0,0,0,0,0,16,0,170,1,0,0,0,0,blue,0
Korean Society for Sexual Medicine and Andrology,441,16,426,270,250,5.925925926,0,0,0,0,0,0,0,16,0,170,1,0,0,0,0,blue,0
Mineralogical Association of Canada,441,16,403,362,279,4.419889503,0,0,0,0,0,0,0,16,0,170,1,0,0,0,0,blue,0
Inishmore Laser Scientific Publishing Ltd,441,16,371,475,316,3.368421053,0,0,0,0,0,0,0,16,0,170,1,0,0,0,0,blue,0
International Journal of Sports Physical Therapy,441,16,360,532,329,3.007518797,0,0,0,0,0,0,0,16,0,170,1,0,0,0,0,blue,0
Engineered Science Publisher,441,16,351,565,338,2.831858407,0,0,0,0,0,0,0,16,0,170,1,0,0,0,0,blue,0
EasyChair,441,16,247,1816,430,0.881057269,0,0,0,0,0,0,0,16,0,170,1,0,0,0,0,blue,0
University of Minnesota Press,441,16,233,2187,437,0.731595793,0,0,0,0,0,0,0,16,0,170,1,0,0,0,0,blue,0
Schweizerbart,441,16,204,2903,452,0.551153979,0,0,0,0,0,0,0,16,0,170,1,0,0,0,0,blue,0
European Alliance for Innovation n.o.,441,16,103,12639,482,0.126592294,0,0,0,0,0,0,0,16,0,170,1,0,0,0,0,blue,0
Canadian Center of Science and Education,441,16,84,15957,485,0.100269474,0,0,0,0,0,0,0,16,0,170,1,0,0,0,0,blue,0
Trans Tech Publications,441,16,65,25245,493,0.063378887,0,0,0,0,0,0,0,16,0,170,1,0,0,0,0,blue,0
"Museum of Comparative Zoology, Harvard University",454,15,495,42,28,35.71428571,0,0,0,0,0,0,0,15,0,170,1,0,0,0,0,blue,0
KenzPub,454,15,487,76,88,19.73684211,0,0,0,0,0,0,0,15,0,170,1,0,0,0,0,blue,0
Beta Beta Biological Society,454,15,461,167,199,8.982035928,0,0,0,0,0,0,0,15,0,170,1,0,0,0,0,blue,0
Global Health and Education Projects (GHEP),454,15,448,193,216,7.772020725,0,0,0,0,0,0,0,15,0,170,1,0,0,0,0,blue,0
Korean Society for Biochemistry and Molecular Biology - BMB Reports,454,15,363,506,332,2.964426877,0,0,0,0,0,0,0,15,0,170,1,0,0,0,0,blue,0
Lyson Center for Civic Agriculture and Food Systems,454,15,362,510,334,2.941176471,0,0,0,0,0,0,0,15,0,170,1,0,0,0,0,blue,0
Chinese Center for Disease Control and Prevention,454,15,357,546,339,2.747252747,0,0,0,0,0,0,0,15,0,170,1,0,0,0,0,blue,0
Canadian Urological Association Journal,454,15,277,1211,409,1.238645747,0,0,0,0,0,0,0,15,0,170,1,0,0,0,0,blue,0
Science Repository OU,454,15,262,1546,423,0.970245796,0,0,0,0,0,0,0,15,0,170,1,0,0,0,0,blue,0
Europa Digital & Publishing,454,15,251,1694,429,0.885478158,0,0,0,0,0,0,0,15,0,170,1,0,0,0,0,blue,0
University of Michigan Library,454,15,226,2341,445,0.640751815,0,0,0,0,0,0,0,15,0,170,1,0,0,0,0,blue,0
Berghahn Books,454,15,166,4810,465,0.311850312,0,0,0,0,0,0,0,15,0,170,1,0,0,0,0,blue,0
Scandinavian University Press / Universitetsforlaget AS,454,15,124,9303,479,0.16123831,0,0,0,0,0,0,0,15,0,170,1,0,0,0,0,blue,0
Galenos Yayinevi,454,15,107,11902,483,0.126029239,0,0,0,0,0,0,0,15,0,170,1,0,0,0,0,blue,0
Korean Society of Cancer Prevention,468,14,466,159,202,8.805031447,0,0,0,0,0,0,0,14,0,170,1,0,0,0,0,blue,0
Sci-Comm Consulting Ltd,468,14,440,214,237,6.542056075,0,0,0,0,0,0,0,14,0,170,1,0,0,0,0,blue,0
Past Global Changes (PAGES),468,14,415,314,278,4.458598726,0,0,0,0,0,0,0,14,0,170,1,0,0,0,0,blue,0
Marine Technology Society,468,14,384,412,315,3.398058252,0,0,0,0,0,0,0,14,0,170,1,0,0,0,0,blue,0
Southwest Journal of Pulmonary and Critical Care,468,14,379,436,323,3.211009174,0,0,0,0,0,0,0,14,0,170,1,0,0,0,0,blue,0
The Angle Orthodontist (EH Angle Education & Research Foundation),468,14,341,633,361,2.211690363,0,0,0,0,0,0,0,14,0,170,1,0,0,0,0,blue,0
Korean Cancer Association,468,14,333,680,367,2.058823529,0,0,0,0,0,0,0,14,0,170,1,0,0,0,0,blue,0
ARKAT USA,468,14,332,690,368,2.028985507,0,0,0,0,0,0,0,14,0,170,1,0,0,0,0,blue,0
Institute of Physiology of the Czech Academy of Sciences,468,14,315,827,384,1.69286578,0,0,0,0,0,0,0,14,0,170,1,0,0,0,0,blue,0
IUScholarWorks,468,14,289,1106,408,1.265822785,0,0,0,0,0,0,0,14,0,170,1,0,0,0,0,blue,0
Korean Academy of Medical Sciences,468,14,250,1716,432,0.815850816,0,0,0,0,0,0,0,14,0,170,1,0,0,0,0,blue,0
Quintessence Publishing,468,14,231,2243,446,0.624164066,0,0,0,0,0,0,0,14,0,170,1,0,0,0,0,blue,0
Science Publications,468,14,160,5493,473,0.254869834,0,0,0,0,0,0,0,14,0,170,1,0,0,0,0,blue,0
ScopeMed,468,14,86,15461,489,0.090550417,0,0,0,0,0,0,0,14,0,170,1,0,0,0,0,blue,0
IATED Academy,468,14,69,23270,494,0.0601633,0,0,0,0,0,0,0,14,0,170,1,0,0,0,0,blue,0
Sciencedomain International,468,14,40,40285,496,0.034752389,0,0,0,0,0,0,0,14,0,170,1,0,0,0,0,blue,0
South Carolina Entomological Society,484,13,494,45,45,28.88888889,0,0,0,0,0,0,0,13,0,170,1,0,0,0,0,blue,0
The Biological Society of Washington,484,13,482,90,132,14.44444444,0,0,0,0,0,0,0,13,0,170,1,0,0,0,0,blue,0
Sciencematters,484,13,478,96,144,13.54166667,0,0,0,0,0,0,0,13,0,170,1,0,0,0,0,blue,0
American Fern Society,484,13,477,103,153,12.62135922,0,0,0,0,0,0,0,13,0,170,1,0,0,0,0,blue,0
The Korean Association for the Study of the Liver,484,13,413,315,288,4.126984127,0,0,0,0,0,0,0,13,0,170,1,0,0,0,0,blue,0
Airiti Press,484,13,404,361,306,3.601108033,0,0,0,0,0,0,0,13,0,170,1,0,0,0,0,blue,0
Society for Applied Anthropology,484,13,399,373,311,3.485254692,0,0,0,0,0,0,0,13,0,170,1,0,0,0,0,blue,0
United Scientific Group,484,13,376,448,337,2.901785714,0,0,0,0,0,0,0,13,0,170,1,0,0,0,0,blue,0
The Korean Spinal Neurosurgery Society,484,13,369,477,340,2.725366876,0,0,0,0,0,0,0,13,0,170,1,0,0,0,0,blue,0
Oregon State University,484,13,366,483,343,2.691511387,0,0,0,0,0,0,0,13,0,170,1,0,0,0,0,blue,0
Leibniz Institute for Psychology (ZPID),484,13,291,1081,412,1.202590194,0,0,0,0,0,0,0,13,0,170,1,0,0,0,0,blue,0
"The Journal of Food and Drug Analysis (JFDA), Food and Drug Administration, Taiwan (TFDA)",484,13,266,1424,426,0.912921348,0,0,0,0,0,0,0,13,0,170,1,0,0,0,0,blue,0
Press of International Journal of Ophthalmology (IJO Press),484,13,252,1676,436,0.775656325,0,0,0,0,0,0,0,13,0,170,1,0,0,0,0,blue,0
New Prairie Press,484,13,243,1892,439,0.687103594,0,0,0,0,0,0,0,13,0,170,1,0,0,0,0,blue,0
Mineralogical Society,484,13,200,2962,458,0.43889264,0,0,0,0,0,0,0,13,0,170,1,0,0,0,0,blue,0
Academy of Science of South Africa,484,13,135,7790,478,0.166880616,0,0,0,0,0,0,0,13,0,170,1,0,0,0,0,blue,0
Knowledge E,484,13,90,14846,490,0.087565674,0,0,0,0,0,0,0,13,0,170,1,0,0,0,0,blue,0
